300000,0.07769869
42798500,-0.1098368
85297000,-0.1440914
127795500,-0.2151502
170294000,-0.2414628
212792500,-0.2682563
255291000,-0.2079507
297789500,-0.3142596
340288000,-0.3220092
382786500,-0.3096311
425285000,-0.3853776
467783500,-0.4251996
510282000,-0.3429994
552780500,-0.3812421
595279000,-0.4217799
637777500,-0.4417478
680276000,-0.3771406
722774500,-0.3400426
765273000,-0.3630456
807771500,-0.4240071
850270000,-0.5442219
892768500,-0.4864279
935267000,-0.4462215
977765500,-0.4164749
1020264000,-0.4001989
1062762500,-0.452433
1105261000,-0.5065242
1147759500,-0.4764322
1190258000,-0.4844222
1232756500,-0.5429416
1275255000,-0.5397564
1317753500,-0.575207
1360252000,-0.5627929
1402750500,-0.655264
1445249000,-0.5922972
1487747500,-0.7078654
1530246000,-0.6133225
1572744500,-0.6412295
1615243000,-0.6180246
1657741500,-0.6148919
1700240000,-0.6555685
1742738500,-0.7445312
1785237000,-0.6330664
1827735500,-0.7062536
1870234000,-0.7021144
1912732500,-0.6796575
1955231000,-0.7799776
1997729500,-0.6976793
2040228000,-0.6816451
2082726500,-0.7987261
2125225000,-0.8074415
2167723500,-0.7420586
2210222000,-0.6785309
2252720500,-0.8009111
2295219000,-0.637047
2337717500,-0.6911456
2380216000,-0.7470807
2422714500,-0.7887767
2465213000,-0.6710095
2507711500,-0.7921613
2550210000,-0.7899009
2592708500,-0.7724729
2635207000,-0.7418016
2677705500,-0.7685172
2720204000,-0.8130876
2762702500,-0.7700292
2805201000,-0.7670942
2847699500,-0.8528132
2890198000,-0.8853897
2932696500,-0.8489006
2975195000,-0.8703526
3017693500,-0.8952435
3060192000,-0.8205464
3102690500,-0.8900384
3145189000,-0.8621666
3187687500,-0.853074
3230186000,-0.8663317
3272684500,-0.8450451
3315183000,-0.8197497
3357681500,-0.8306741
3400180000,-0.9256463
3442678500,-0.9328683
3485177000,-0.9025163
3527675500,-0.8467078
3570174000,-1.008282
3612672500,-0.8958666
3655171000,-1.027469
3697669500,-0.9167962
3740168000,-0.9283441
3782666500,-0.9049011
3825165000,-0.983285
3867663500,-0.9285739
3910162000,-0.9735651
3952660500,-0.9488816
3995159000,-0.8663473
4037657500,-1.076643
4080156000,-0.9578847
4122654500,-0.988603
4165153000,-0.946175
4207651500,-0.9586981
4250150000,-1.027839
4292648500,-0.9577264
4335147000,-0.9777869
4377645500,-0.9302053
4420144000,-1.042513
4462642500,-0.8445285
4505141000,-0.992323
4547639500,-0.9553377
4590138000,-1.071846
4632636500,-1.10119
4675135000,-1.057608
4717633500,-1.000821
4760132000,-1.095869
4802630500,-1.107058
4845129000,-1.095518
4887627500,-1.07358
4930126000,-1.107629
4972624500,-1.087518
5015123000,-1.129604
5057621500,-1.016544
5100120000,-1.060011
5142618500,-1.057465
5185117000,-1.045307
5227615500,-1.144622
5270114000,-1.117683
5312612500,-1.113929
5355111000,-1.122625
5397609500,-1.068858
5440108000,-1.129409
5482606500,-1.122301
5525105000,-1.172395
5567603500,-1.078047
5610102000,-1.15811
5652600500,-1.184397
5695099000,-1.318568
5737597500,-1.172332
5780096000,-1.142936
5822594500,-1.135202
5865093000,-1.173448
5907591500,-1.124622
5950090000,-1.134971
5992588500,-1.183335
6035087000,-1.286611
6077585500,-1.251644
6120084000,-1.242234
6162582500,-1.249784
6205081000,-1.16013
6247579500,-1.224415
6290078000,-1.319769
6332576500,-1.267108
6375075000,-1.447901
6417573500,-1.332503
6460072000,-1.269659
6502570500,-1.334002
6545069000,-1.244111
6587567500,-1.33952
6630066000,-1.150554
6672564500,-1.257041
6715063000,-1.374207
6757561500,-1.402869
6800060000,-1.385463
6842558500,-1.289406
6885057000,-1.380542
6927555500,-1.317146
6970054000,-1.354937
7012552500,-1.378494
7055051000,-1.387288
7097549500,-1.303621
7140048000,-1.425645
7182546500,-1.44973
7225045000,-1.529167
7267543500,-1.396374
7310042000,-1.483892
7352540500,-1.426702
7395039000,-1.552381
7437537500,-1.508218
7480036000,-1.491693
7522534500,-1.544148
7565033000,-1.551054
7607531500,-1.626226
7650030000,-1.726809
7692528500,-1.682937
7735027000,-1.653587
7777525500,-1.731256
7820024000,-1.755918
7862522500,-1.856901
7905021000,-1.754482
7947519500,-1.829973
7990018000,-1.996587
8032516500,-1.836107
8075015000,-2.075146
8117513500,-1.788349
8160012000,-1.768918
8202510500,-1.866697
8245009000,-1.813805
8287507500,-1.664935
8330006000,-1.881177
8372504500,-1.878481
8415003000,-1.630196
8457501500,-1.85814
8500000000,-1.668033
